,Primary School,Primary Distance,Primary Latitude,Primary Longitude
BT BATOK ST 52 BLK 539,LIANHUA PRIMARY SCHOOL,417.844962,1.3536064,103.7544322
BT BATOK ST 32 BLK 334,ST. ANTHONY'S PRIMARY SCHOOL,143.481733,1.3644881,103.7491618
PENDING RD BLK 125,ZHENGHUA PRIMARY SCHOOL,379.1739287,1.380259,103.7689051
TECK WHYE AVE BLK 7,TECK WHYE PRIMARY SCHOOL,266.9071701,1.3837636,103.7537174
SIMS DR BLK 40,GEYLANG METHODIST SCHOOL (PRIMARY),842.6180822,1.3182152,103.8838417
HOUGANG AVE 6 BLK 529,MONTFORT JUNIOR SCHOOL,226.5405146,1.373864,103.889614
HOUGANG AVE 8 BLK 680,XINMIN PRIMARY SCHOOL,263.9507913,1.371371,103.883074
HOUGANG AVE 6 BLK 528,MONTFORT JUNIOR SCHOOL,193.3196829,1.373864,103.889614
HOUGANG AVE 4 BLK 667,XINMIN PRIMARY SCHOOL,292.0788152,1.371371,103.883074
HOUGANG AVE 6 BLK 532,MONTFORT JUNIOR SCHOOL,290.781727,1.373864,103.889614
HOUGANG AVE 8 BLK 640,XINMIN PRIMARY SCHOOL,370.5346725,1.371371,103.883074
HOUGANG AVE 6 BLK 522,MONTFORT JUNIOR SCHOOL,252.166959,1.373864,103.889614
MCNAIR RD BLK 122,HONG WEN SCHOOL,316.2947385,1.3217339,103.8576625
MCNAIR RD BLK 108,HONG WEN SCHOOL,219.4776059,1.3217339,103.8576625
MCNAIR RD BLK 110,HONG WEN SCHOOL,143.5630513,1.3217339,103.8576625
SERANGOON NTH AVE 1 BLK 127,ZHONGHUA PRIMARY SCHOOL,717.3467455,1.3596293,103.8694721
SERANGOON CTRL BLK 202,YANGZHENG PRIMARY SCHOOL,661.7059313,1.3488247,103.8683225
TAMPINES ST 41 BLK 404,TAMPINES NORTH PRIMARY SCHOOL,515.200771,1.360298,103.948581
TAMPINES ST 41 BLK 409,TAMPINES NORTH PRIMARY SCHOOL,418.98069,1.360298,103.948581
JOO SENG RD BLK 20,CEDAR PRIMARY SCHOOL,599.6373901,1.3356131,103.8754605
WOODLANDS ST 13 BLK 113,SI LING PRIMARY SCHOOL,772.655695,1.432693,103.78577
YISHUN ST 72 BLK 763,JIEMIN PRIMARY SCHOOL,498.0227464,1.427671,103.830498
YISHUN ST 22 BLK 264,XISHAN PRIMARY SCHOOL,236.6529219,1.4334989,103.8378387
YISHUN RING RD BLK 780,PEIYING PRIMARY SCHOOL,587.7386004,1.4175245,103.8302639
BEDOK RESERVOIR RD BLK 744,DAMAI PRIMARY SCHOOL,271.7902183,1.3358357,103.9202895
BISHAN ST 11 BLK 146,FIRST TOA PAYOH PRIMARY SCHOOL,429.3928287,1.3401643,103.8555932
BISHAN ST 12 BLK 117,GUANGYANG PRIMARY SCHOOL,138.9395203,1.345887,103.849315
BISHAN ST 12 BLK 135,GUANGYANG PRIMARY SCHOOL,259.0056871,1.345887,103.849315
BISHAN ST 13 BLK 194,GUANGYANG PRIMARY SCHOOL,351.3892819,1.345887,103.849315
BISHAN ST 13 BLK 153,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,364.2228137,1.3494052,103.8552635
BT BATOK ST 51 BLK 530,LIANHUA PRIMARY SCHOOL,473.0838778,1.3536064,103.7544322
LENGKOK BAHRU BLK 44,GAN ENG SENG PRIMARY SCHOOL,422.1712897,1.2857625,103.8152625
PENDING RD BLK 118,ZHENGHUA PRIMARY SCHOOL,376.4749006,1.380259,103.7689051
GANGSA RD BLK 108,ZHENGHUA PRIMARY SCHOOL,344.7841571,1.380259,103.7689051
BANGKIT RD BLK 275,BUKIT PANJANG PRIMARY SCHOOL,686.1025516,1.3735964,103.7695266
HOUGANG AVE 8 BLK 671,XINMIN PRIMARY SCHOOL,212.9469098,1.371371,103.883074
HOUGANG AVE 8 BLK 506,MONTFORT JUNIOR SCHOOL,250.0768051,1.373864,103.889614
HOUGANG ST 61 BLK 690,YIO CHU KANG PRIMARY SCHOOL,119.174141,1.3779984,103.8855819
HOUGANG AVE 6 BLK 527,MONTFORT JUNIOR SCHOOL,149.3484647,1.373864,103.889614
HOUGANG AVE 6 BLK 520,MONTFORT JUNIOR SCHOOL,65.25477955,1.373864,103.889614
HOUGANG ST 11 BLK 156,METHODIST GIRLS' SCHOOL (PRIMARY),687.4636898,1.3504619,103.8852195
HOUGANG AVE 8 BLK 643,XINMIN PRIMARY SCHOOL,271.2958832,1.371371,103.883074
HOUGANG AVE 8 BLK 634,ROSYTH SCHOOL,526.5809416,1.3729086,103.8746431
JLN BAHAGIA BLK 43,HONG WEN SCHOOL,606.9093264,1.3217339,103.8576625
JLN BAHAGIA BLK 44,HONG WEN SCHOOL,634.7079319,1.3217339,103.8576625
JLN MA'MOR BLK 54,PEI CHUN PUBLIC SCHOOL,630.3155274,1.3332385,103.8589626
PASIR RIS DR 6 BLK 411,LOYANG PRIMARY SCHOOL,256.8274709,1.3709326,103.95595
SERANGOON CTRL BLK 420,YANGZHENG PRIMARY SCHOOL,761.0831766,1.3488247,103.8683225
SIMEI ST 1 BLK 130,ANGSANA PRIMARY SCHOOL,462.222013,1.3488946,103.9516338
TAMPINES ST 84 BLK 883,ST. HILDA'S PRIMARY SCHOOL,440.4174685,1.3496891,103.9361065
SIMEI ST 1 BLK 131,ANGSANA PRIMARY SCHOOL,458.3222836,1.3488946,103.9516338
SIMEI ST 1 BLK 112,CHANGKAT PRIMARY SCHOOL,393.0910615,1.3404098,103.951985
SIMEI ST 1 BLK 117,CHANGKAT PRIMARY SCHOOL,471.6583232,1.3404098,103.951985
YISHUN AVE 7 BLK 171,AHMAD IBRAHIM PRIMARY SCHOOL,373.6521238,1.4337349,103.8327825
YISHUN ST 61 BLK 636,NORTHLAND PRIMARY SCHOOL,210.0490004,1.421155,103.840576
YISHUN ST 61 BLK 603,NORTHLAND PRIMARY SCHOOL,565.2882938,1.421155,103.840576
YISHUN RING RD BLK 792,PEIYING PRIMARY SCHOOL,414.4628006,1.4175245,103.8302639
BEDOK RESERVOIR RD BLK 122,TELOK KURAU PRIMARY SCHOOL,161.0875572,1.3308237,103.911406
BISHAN ST 13 BLK 192,GUANGYANG PRIMARY SCHOOL,402.7433204,1.345887,103.849315
BT BATOK ST 52 BLK 504,LIANHUA PRIMARY SCHOOL,196.5736965,1.3536064,103.7544322
LIM LIAK ST BLK 25,ZHANGDE PRIMARY SCHOOL,576.3679097,1.284578,103.826193
PENDING RD BLK 230,BUKIT PANJANG PRIMARY SCHOOL,411.260852,1.3735964,103.7695266
BT PANJANG RING RD BLK 239,ZHENGHUA PRIMARY SCHOOL,264.4469824,1.380259,103.7689051
CLEMENTI AVE 4 BLK 372,PEI TONG PRIMARY SCHOOL,413.8142688,1.3161197,103.7675906
GEYLANG EAST CTRL BLK 120,GEYLANG METHODIST SCHOOL (PRIMARY),102.9092206,1.3182152,103.8838417
HOUGANG AVE 6 BLK 530,MONTFORT JUNIOR SCHOOL,166.0174709,1.373864,103.889614
HOUGANG AVE 8 BLK 669,XINMIN PRIMARY SCHOOL,254.9802385,1.371371,103.883074
HOUGANG AVE 8 BLK 648,XINMIN PRIMARY SCHOOL,370.8633085,1.371371,103.883074
HOUGANG AVE 8 BLK 633,XINMIN PRIMARY SCHOOL,438.2681649,1.371371,103.883074
JURONG EAST AVE 1 BLK 349,JURONG PRIMARY SCHOOL,445.1947892,1.348343,103.732375
JURONG EAST ST 21 BLK 222,FUHUA PRIMARY SCHOOL,506.2775367,1.3365456,103.7364909
JURONG WEST ST 93 BLK 977,JURONG WEST PRIMARY SCHOOL,534.3554972,1.339037,103.698854
KENT RD BLK 53,FARRER PARK PRIMARY SCHOOL,499.5887654,1.3122926,103.8508244
PASIR RIS ST 11 BLK 119,LOYANG PRIMARY SCHOOL,398.4146727,1.3709326,103.95595
SELETAR WEST FARMWAY 6 BLK 7,SENGKANG GREEN PRIMARY SCHOOL,656.0453341,1.3925337,103.8751169
SERANGOON NTH AVE 1 BLK 142,ROSYTH SCHOOL,611.6721641,1.3729086,103.8746431
TAMPINES ST 21 BLK 203,CHONGZHENG PRIMARY SCHOOL,189.7806016,1.350835,103.951438
TAMPINES ST 43 BLK 434,TAMPINES NORTH PRIMARY SCHOOL,355.6235361,1.360298,103.948581
TAMPINES ST 23 BLK 201E,CHONGZHENG PRIMARY SCHOOL,397.5389697,1.350835,103.951438
TAMPINES ST 24 BLK 220,GONGSHANG PRIMARY SCHOOL,359.4078251,1.3571755,103.9491666
TAMPINES AVE 5 BLK 944,JUNYUAN PRIMARY SCHOOL,325.4965337,1.3478749,103.939687
YISHUN RING RD BLK 252,XISHAN PRIMARY SCHOOL,380.9529175,1.4334989,103.8378387
YISHUN RING RD BLK 237,XISHAN PRIMARY SCHOOL,116.5055736,1.4334989,103.8378387
YISHUN AVE 4 BLK 660,NORTHLAND PRIMARY SCHOOL,90.23342131,1.421155,103.840576
YISHUN RING RD BLK 167,AHMAD IBRAHIM PRIMARY SCHOOL,318.6636615,1.4337349,103.8327825
YISHUN ST 22 BLK 259,XISHAN PRIMARY SCHOOL,238.084805,1.4334989,103.8378387
YISHUN ST 61 BLK 637,NORTHLAND PRIMARY SCHOOL,205.8613145,1.421155,103.840576
BISHAN ST 11 BLK 147,FIRST TOA PAYOH PRIMARY SCHOOL,415.1320347,1.3401643,103.8555932
GANGSA RD BLK 105,ZHENGHUA PRIMARY SCHOOL,256.6451628,1.380259,103.7689051
PETIR RD BLK 219,BUKIT PANJANG PRIMARY SCHOOL,348.0944118,1.3735964,103.7695266
FAJAR RD BLK 439,ZHENGHUA PRIMARY SCHOOL,355.2492244,1.380259,103.7689051
GANGSA RD BLK 111,ZHENGHUA PRIMARY SCHOOL,235.9059277,1.380259,103.7689051
PENDING RD BLK 129,BUKIT PANJANG PRIMARY SCHOOL,255.2782721,1.3735964,103.7695266
HOUGANG ST 61 BLK 691,YIO CHU KANG PRIMARY SCHOOL,184.6291224,1.3779984,103.8855819
HOUGANG AVE 8 BLK 647,XINMIN PRIMARY SCHOOL,298.4569397,1.371371,103.883074
HOUGANG AVE 6 BLK 533,MONTFORT JUNIOR SCHOOL,329.2188477,1.373864,103.889614
JURONG EAST ST 24 BLK 262,YUHUA PRIMARY SCHOOL,115.1149769,1.3429774,103.7409109
JURONG WEST ST 91 BLK 917,JUYING PRIMARY SCHOOL,141.8057273,1.3392971,103.6881662
JLN MA'MOR BLK 62,PEI CHUN PUBLIC SCHOOL,553.4966459,1.3332385,103.8589626
MCNAIR RD BLK 120,HONG WEN SCHOOL,282.3977037,1.3217339,103.8576625
MCNAIR RD BLK 109,HONG WEN SCHOOL,165.2453856,1.3217339,103.8576625
PASIR RIS ST 12 BLK 101,WHITE SANDS PRIMARY SCHOOL,372.201242,1.3654493,103.9610714
SERANGOON AVE 2 BLK 240,YANGZHENG PRIMARY SCHOOL,506.6038433,1.3488247,103.8683225
TAMPINES ST 81 BLK 825,ST. HILDA'S PRIMARY SCHOOL,373.4847883,1.3496891,103.9361065
SIMEI ST 1 BLK 132,ANGSANA PRIMARY SCHOOL,509.3791645,1.3488946,103.9516338
SIMEI ST 1 BLK 126,ANGSANA PRIMARY SCHOOL,350.7824445,1.3488946,103.9516338
TAMPINES ST 81 BLK 895,ST. HILDA'S PRIMARY SCHOOL,539.2673492,1.3496891,103.9361065
LOR 4 TOA PAYOH BLK 94,KHENG CHENG SCHOOL,257.7249771,1.337666,103.847796
POTONG PASIR AVE 1 BLK 126,ST. ANDREW'S JUNIOR SCHOOL,390.5241836,1.3314591,103.8650358
YISHUN RING RD BLK 311,XISHAN PRIMARY SCHOOL,428.630095,1.4334989,103.8378387
YISHUN ST 81 BLK 829,PEIYING PRIMARY SCHOOL,454.5475334,1.4175245,103.8302639
YISHUN ST 61 BLK 613,NORTHLAND PRIMARY SCHOOL,610.2321116,1.421155,103.840576
BEDOK RESERVOIR RD BLK 127,TELOK KURAU PRIMARY SCHOOL,228.5529699,1.3308237,103.911406
BISHAN ST 13 BLK 166,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,62.62977725,1.3494052,103.8552635
BISHAN ST 11 BLK 506,GUANGYANG PRIMARY SCHOOL,365.0248888,1.345887,103.849315
BISHAN ST 12 BLK 137,GUANGYANG PRIMARY SCHOOL,330.1932475,1.345887,103.849315
PETIR RD BLK 220,BUKIT PANJANG PRIMARY SCHOOL,382.1393207,1.3735964,103.7695266
HAIG RD BLK 21,HAIG GIRLS' SCHOOL,851.4823633,1.3119421,103.9027084
HOUGANG AVE 8 BLK 672,XINMIN PRIMARY SCHOOL,153.9156087,1.371371,103.883074
HOUGANG AVE 8 BLK 650,XINMIN PRIMARY SCHOOL,198.7976548,1.371371,103.883074
HOUGANG AVE 8 BLK 635,XINMIN PRIMARY SCHOOL,459.1051623,1.371371,103.883074
HOUGANG AVE 8 BLK 637,XINMIN PRIMARY SCHOOL,443.2757397,1.371371,103.883074
HOUGANG AVE 8 BLK 641,XINMIN PRIMARY SCHOOL,330.9154119,1.371371,103.883074
HOUGANG AVE 8 BLK 638,XINMIN PRIMARY SCHOOL,495.9003194,1.371371,103.883074
JURONG EAST ST 21 BLK 228,YUHUA PRIMARY SCHOOL,515.3230699,1.3429774,103.7409109
JLN MA'MOR BLK 56,PEI CHUN PUBLIC SCHOOL,612.0532542,1.3332385,103.8589626
MCNAIR RD BLK 119,HONG WEN SCHOOL,219.4564812,1.3217339,103.8576625
TAMPINES ST 81 BLK 821,ST. HILDA'S PRIMARY SCHOOL,205.1750687,1.3496891,103.9361065
TAMPINES ST 83 BLK 884,ST. HILDA'S PRIMARY SCHOOL,441.0443651,1.3496891,103.9361065
SIMEI ST 1 BLK 114,CHANGKAT PRIMARY SCHOOL,409.7407221,1.3404098,103.951985
TAMPINES ST 84 BLK 881,ST. HILDA'S PRIMARY SCHOOL,441.6815503,1.3496891,103.9361065
TAMPINES ST 83 BLK 885,ST. HILDA'S PRIMARY SCHOOL,401.4325196,1.3496891,103.9361065
SIMEI ST 4 BLK 224,CHANGKAT PRIMARY SCHOOL,677.9985807,1.3404098,103.951985
SIMEI ST 1 BLK 113,CHANGKAT PRIMARY SCHOOL,356.866935,1.3404098,103.951985
TAMPINES ST 42 BLK 455,GONGSHANG PRIMARY SCHOOL,526.3818933,1.3571755,103.9491666
TAMPINES ST 84 BLK 882,ST. HILDA'S PRIMARY SCHOOL,387.2003433,1.3496891,103.9361065
LOR 1 TOA PAYOH BLK 239,KHENG CHENG SCHOOL,473.2286783,1.337666,103.847796
WOODLANDS ST 81 BLK 804,QIHUA PRIMARY SCHOOL,277.0358111,1.4423448,103.7889363
YISHUN RING RD BLK 811,PEIYING PRIMARY SCHOOL,232.3899144,1.4175245,103.8302639
YISHUN AVE 6 BLK 393,NORTH VIEW PRIMARY SCHOOL,108.1793468,1.427616,103.848313
YISHUN AVE 6 BLK 394,NORTH VIEW PRIMARY SCHOOL,146.3217941,1.427616,103.848313
YISHUN AVE 4 BLK 666A,NORTHLAND PRIMARY SCHOOL,207.8215153,1.421155,103.840576
ANG MO KIO AVE 5 BLK 522,JING SHAN PRIMARY SCHOOL,95.04149331,1.3723262,103.8517128
BEDOK RESERVOIR RD BLK 123,TELOK KURAU PRIMARY SCHOOL,206.415194,1.3308237,103.911406
BISHAN ST 13 BLK 154,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,315.280018,1.3494052,103.8552635
BISHAN ST 22 BLK 241,CATHOLIC HIGH SCHOOL (PRIMARY),678.4952009,1.3546049,103.8451234
PENDING RD BLK 116,ZHENGHUA PRIMARY SCHOOL,342.2975935,1.380259,103.7689051
CHOA CHU KANG CTRL BLK 206,SOUTH VIEW PRIMARY SCHOOL,150.0916829,1.381324,103.7471451
UBI AVE 1 BLK 340,MAHA BODHI SCHOOL,224.1678699,1.3284092,103.9015303
HOUGANG AVE 6 BLK 525,MONTFORT JUNIOR SCHOOL,220.6111089,1.373864,103.889614
HOUGANG AVE 8 BLK 656,XINMIN PRIMARY SCHOOL,274.4745778,1.371371,103.883074
JURONG WEST ST 92 BLK 925,JUYING PRIMARY SCHOOL,163.5753416,1.3392971,103.6881662
JLN BAHAGIA BLK 29,HONG WEN SCHOOL,447.8638178,1.3217339,103.8576625
TAMPINES ST 23 BLK 224,GONGSHANG PRIMARY SCHOOL,523.0234388,1.3571755,103.9491666
SIMEI ST 1 BLK 129,ANGSANA PRIMARY SCHOOL,405.2000993,1.3488946,103.9516338
SIMEI ST 1 BLK 137,ANGSANA PRIMARY SCHOOL,519.1563946,1.3488946,103.9516338
SIMEI ST 4 BLK 230,CHANGKAT PRIMARY SCHOOL,528.7780596,1.3404098,103.951985
SIMEI ST 1 BLK 119,CHANGKAT PRIMARY SCHOOL,368.5596208,1.3404098,103.951985
YISHUN AVE 4 BLK 656,NORTHLAND PRIMARY SCHOOL,228.4715629,1.421155,103.840576
YISHUN ST 81 BLK 825,PEIYING PRIMARY SCHOOL,465.6716346,1.4175245,103.8302639
YISHUN RING RD BLK 853,NAVAL BASE PRIMARY SCHOOL,262.9985482,1.4161125,103.8390841
YISHUN AVE 6 BLK 399,NORTH VIEW PRIMARY SCHOOL,112.472768,1.427616,103.848313
YISHUN RING RD BLK 386,HUAMIN PRIMARY SCHOOL,231.5841744,1.427932,103.8447046
YISHUN AVE 6 BLK 391,NORTH VIEW PRIMARY SCHOOL,228.1434542,1.427616,103.848313
YISHUN AVE 4 BLK 666,NORTHLAND PRIMARY SCHOOL,257.2548789,1.421155,103.840576
BEDOK RESERVOIR RD BLK 610,TELOK KURAU PRIMARY SCHOOL,86.95078899,1.3308237,103.911406
BEDOK RESERVOIR RD BLK 102,TELOK KURAU PRIMARY SCHOOL,349.5801962,1.3308237,103.911406
BISHAN ST 13 BLK 157,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,421.788814,1.3494052,103.8552635
BT PANJANG RING RD BLK 236,ZHENGHUA PRIMARY SCHOOL,294.1035334,1.380259,103.7689051
PENDING RD BLK 121,ZHENGHUA PRIMARY SCHOOL,342.8201701,1.380259,103.7689051
UBI AVE 1 BLK 342,MAHA BODHI SCHOOL,212.1127046,1.3284092,103.9015303
SIMS AVE BLK 848,HAIG GIRLS' SCHOOL,603.0086374,1.3119421,103.9027084
HOUGANG AVE 8 BLK 642,XINMIN PRIMARY SCHOOL,342.8034292,1.371371,103.883074
HOUGANG AVE 8 BLK 652,XINMIN PRIMARY SCHOOL,205.5646329,1.371371,103.883074
HOUGANG AVE 8 BLK 655,XINMIN PRIMARY SCHOOL,223.7342928,1.371371,103.883074
JURONG EAST ST 21 BLK 215A,FUHUA PRIMARY SCHOOL,392.6646545,1.3365456,103.7364909
PASIR RIS DR 6 BLK 446,LOYANG PRIMARY SCHOOL,155.9462558,1.3709326,103.95595
PASIR RIS ST 11 BLK 129,LOYANG PRIMARY SCHOOL,495.3258149,1.3709326,103.95595
PASIR RIS DR 6 BLK 408,LOYANG PRIMARY SCHOOL,365.6566927,1.3709326,103.95595
PASIR RIS ST 51 BLK 540,CORAL PRIMARY SCHOOL,125.7613863,1.3683155,103.9509375
TAMPINES ST 83 BLK 862,POI CHING SCHOOL,372.5095187,1.3577836,103.9352454
SIMEI ST 1 BLK 150,ANGSANA PRIMARY SCHOOL,681.2625988,1.3488946,103.9516338
TAMPINES ST 83 BLK 862A,POI CHING SCHOOL,332.6066381,1.3577836,103.9352454
TAMPINES ST 83 BLK 864A,POI CHING SCHOOL,350.7111678,1.3577836,103.9352454
TAMPINES AVE 5 BLK 858A,POI CHING SCHOOL,437.9389959,1.3577836,103.9352454
TAMPINES ST 44 BLK 476,TAMPINES NORTH PRIMARY SCHOOL,542.6131793,1.360298,103.948581
TAMPINES ST 83 BLK 863,POI CHING SCHOOL,286.3668959,1.3577836,103.9352454
TAMPINES AVE 5 BLK 860,POI CHING SCHOOL,393.7224992,1.3577836,103.9352454
TAMPINES ST 42 BLK 460,GONGSHANG PRIMARY SCHOOL,657.6004586,1.3571755,103.9491666
WOODLANDS ST 81 BLK 802,QIHUA PRIMARY SCHOOL,376.0756435,1.4423448,103.7889363
YISHUN AVE 4 BLK 659,NORTHLAND PRIMARY SCHOOL,147.8725893,1.421155,103.840576
YISHUN ST 81 BLK 839,PEIYING PRIMARY SCHOOL,413.4693012,1.4175245,103.8302639
YISHUN RING RD BLK 166,AHMAD IBRAHIM PRIMARY SCHOOL,314.2789952,1.4337349,103.8327825
YISHUN ST 81 BLK 868,NAVAL BASE PRIMARY SCHOOL,311.4223837,1.4161125,103.8390841
YISHUN ST 81 BLK 852,NAVAL BASE PRIMARY SCHOOL,244.4435242,1.4161125,103.8390841
YISHUN AVE 11 BLK 440,NORTH VIEW PRIMARY SCHOOL,613.9846483,1.427616,103.848313
YISHUN AVE 4 BLK 663,NORTHLAND PRIMARY SCHOOL,169.1845311,1.421155,103.840576
BEDOK RESERVOIR RD BLK 132,TELOK KURAU PRIMARY SCHOOL,239.9782732,1.3308237,103.911406
BISHAN ST 13 BLK 155,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,353.3800009,1.3494052,103.8552635
BISHAN ST 13 BLK 158,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,342.6836602,1.3494052,103.8552635
TIONG BAHRU RD BLK 7,ZHANGDE PRIMARY SCHOOL,568.8463473,1.284578,103.826193
PENDING RD BLK 226,BUKIT PANJANG PRIMARY SCHOOL,361.5700591,1.3735964,103.7695266
PETIR RD BLK 208,BUKIT PANJANG PRIMARY SCHOOL,604.1538545,1.3735964,103.7695266
BANGKIT RD BLK 254,BEACON PRIMARY SCHOOL,511.9029128,1.384235,103.77377
HOUGANG AVE 8 BLK 636,XINMIN PRIMARY SCHOOL,424.5776244,1.371371,103.883074
HOUGANG ST 52 BLK 534,MONTFORT JUNIOR SCHOOL,378.3231509,1.373864,103.889614
ST. GEORGE'S RD BLK 12,BENDEMEER PRIMARY SCHOOL,262.8771006,1.3221999,103.8650726
PASIR RIS DR 6 BLK 475,CASUARINA PRIMARY SCHOOL,295.3961897,1.3725006,103.9570205
PASIR RIS ST 51 BLK 565,CORAL PRIMARY SCHOOL,102.5801478,1.3683155,103.9509375
SIMEI ST 1 BLK 127,ANGSANA PRIMARY SCHOOL,391.5813413,1.3488946,103.9516338
TAMPINES ST 83 BLK 857B,POI CHING SCHOOL,416.3008723,1.3577836,103.9352454
SIMEI ST 1 BLK 148,ANGSANA PRIMARY SCHOOL,549.0253299,1.3488946,103.9516338
TAMPINES AVE 5 BLK 859,POI CHING SCHOOL,464.2877721,1.3577836,103.9352454
TAMPINES AVE 5 BLK 859A,POI CHING SCHOOL,428.7391814,1.3577836,103.9352454
TAMPINES AVE 5 BLK 860A,POI CHING SCHOOL,480.4532687,1.3577836,103.9352454
SIMEI ST 1 BLK 153,ANGSANA PRIMARY SCHOOL,742.4310874,1.3488946,103.9516338
SIMEI ST 1 BLK 133,ANGSANA PRIMARY SCHOOL,505.7367398,1.3488946,103.9516338
TAMPINES AVE 5 BLK 858B,POI CHING SCHOOL,537.0686462,1.3577836,103.9352454
TAMPINES AVE 5 BLK 861,POI CHING SCHOOL,374.8136544,1.3577836,103.9352454
TAMPINES AVE 5 BLK 858,POI CHING SCHOOL,489.1150972,1.3577836,103.9352454
POTONG PASIR AVE 1 BLK 133,ST. ANDREW'S JUNIOR SCHOOL,327.8645098,1.3314591,103.8650358
KIM KEAT AVE BLK 257,PEI CHUN PUBLIC SCHOOL,187.1504722,1.3332385,103.8589626
YISHUN CTRL BLK 304,XISHAN PRIMARY SCHOOL,432.4898398,1.4334989,103.8378387
YISHUN CTRL BLK 303,XISHAN PRIMARY SCHOOL,426.7890106,1.4334989,103.8378387
YISHUN AVE 6 BLK 397,NORTH VIEW PRIMARY SCHOOL,124.4361235,1.427616,103.848313
YISHUN CTRL BLK 302,XISHAN PRIMARY SCHOOL,413.8191115,1.4334989,103.8378387
YISHUN RING RD BLK 786,PEIYING PRIMARY SCHOOL,475.3119123,1.4175245,103.8302639
YISHUN RING RD BLK 787,PEIYING PRIMARY SCHOOL,436.6220784,1.4175245,103.8302639
YISHUN CTRL BLK 305,XISHAN PRIMARY SCHOOL,312.5047772,1.4334989,103.8378387
YISHUN RING RD BLK 308,XISHAN PRIMARY SCHOOL,384.1390339,1.4334989,103.8378387
YISHUN ST 81 BLK 877,NAVAL BASE PRIMARY SCHOOL,466.1784319,1.4161125,103.8390841
YISHUN ST 81 BLK 826,PEIYING PRIMARY SCHOOL,461.4718909,1.4175245,103.8302639
YISHUN ST 81 BLK 824,PEIYING PRIMARY SCHOOL,542.000498,1.4175245,103.8302639
YISHUN ST 61 BLK 605,NORTHLAND PRIMARY SCHOOL,472.6085666,1.421155,103.840576
BISHAN ST 11 BLK 148,FIRST TOA PAYOH PRIMARY SCHOOL,464.6112683,1.3401643,103.8555932
TIONG BAHRU RD BLK 5,ZHANGDE PRIMARY SCHOOL,640.0279294,1.284578,103.826193
CASHEW RD BLK 132,BUKIT PANJANG PRIMARY SCHOOL,140.62762,1.3735964,103.7695266
PENDING RD BLK 221,BUKIT PANJANG PRIMARY SCHOOL,481.5751998,1.3735964,103.7695266
BANGKIT RD BLK 249,BEACON PRIMARY SCHOOL,356.4227378,1.384235,103.77377
TOH YI DR BLK 7,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,144.5685362,1.338081,103.77613
HOUGANG ST 22 BLK 246,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,144.5685362,1.338081,103.77613
LOR AH SOO BLK 136,METHODIST GIRLS' SCHOOL (PRIMARY),144.6486469,1.3504619,103.8852195
HOUGANG CTRL BLK 834,MONTFORT JUNIOR SCHOOL,436.1328888,1.373864,103.889614
KG KAYU RD BLK 1,GEYLANG METHODIST SCHOOL (PRIMARY),1625.005369,1.3182152,103.8838417
PASIR RIS DR 6 BLK 468,CASUARINA PRIMARY SCHOOL,159.8646203,1.3725006,103.9570205
SERANGOON NTH AVE 2 BLK 139,ROSYTH SCHOOL,468.1084207,1.3729086,103.8746431
SIMEI ST 1 BLK 149,ANGSANA PRIMARY SCHOOL,583.985207,1.3488946,103.9516338
SIMEI ST 1 BLK 108,CHANGKAT PRIMARY SCHOOL,304.4666698,1.3404098,103.951985
TAMPINES ST 42 BLK 457,GONGSHANG PRIMARY SCHOOL,505.1452204,1.3571755,103.9491666
YISHUN ST 81 BLK 876,NAVAL BASE PRIMARY SCHOOL,425.447263,1.4161125,103.8390841
YISHUN ST 81 BLK 835,PEIYING PRIMARY SCHOOL,441.6904415,1.4175245,103.8302639
YISHUN AVE 4 BLK 864,NAVAL BASE PRIMARY SCHOOL,70.51089212,1.4161125,103.8390841
ANG MO KIO AVE 3 BLK 133,ANG MO KIO PRIMARY SCHOOL,374.3672946,1.3693469,103.839815
BISHAN ST 13 BLK 160,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,276.2454006,1.3494052,103.8552635
BT BATOK ST 31 BLK 365,DAZHONG PRIMARY SCHOOL,177.5321281,1.3593772,103.7480154
BT BATOK ST 33 BLK 328,ST. ANTHONY'S PRIMARY SCHOOL,246.643775,1.3644881,103.7491618
BT BATOK ST 52 BLK 513,LIANHUA PRIMARY SCHOOL,252.2194122,1.3536064,103.7544322
PETIR RD BLK 205,BUKIT PANJANG PRIMARY SCHOOL,484.9260958,1.3735964,103.7695266
PENDING RD BLK 120,ZHENGHUA PRIMARY SCHOOL,361.3289248,1.380259,103.7689051
PETIR RD BLK 216,BUKIT PANJANG PRIMARY SCHOOL,590.5923408,1.3735964,103.7695266
TECK WHYE LANE BLK 144,TECK WHYE PRIMARY SCHOOL,352.611604,1.3837636,103.7537174
